X,Y,FID,OBJECTID_1,OBJECTID,NAME,TYPE,LON,LAT,MAJOR_WATE,GEO_NOTES,COUNTY,GNOME,TB_MODEL,GNOME_Y_N,TB_MODEL_Y,QCSURVEY,QCIMAGE,QC_CITIZEN,OBJECTID_2,ESI,LINE,ENVIR,MOST_SENSI,LANDWARD_S,SEAWARD_SH,SEAWARD__1,GENERAL_SY,GENERALIZE,SOURCE_ID,ESI_SOURCE,Distance
-82.6776060653354,27.7047444491075,71,71,18,Magnuson Cove Marina,"GNOME Model, TB-ECOM Model",-82.6776026324,27.7047392932,Sunshine Skyway Channel East, ,Pinellas,February Model,10 Days Wet,Yes,Yes,Survey - Possible,"Imagery - Verified, GE - 9/14/2017", ,22180,8B/9A,S,E,9A,"8B: Sheltered, solid man-made structures",9A: Sheltered tidal flats, ,4,Armored / Flats (mud or sand),219000006,219000016,5.05973631178
-82.7065394603505,27.7376766576528,72,72,31,Gulfport East Beach,Imagery,-82.706536018,27.7376714946,Boca Ciega Bay,Corners of the pier,Pinellas, , ,No,No,Survey - Possible, , ,22204,8B/9A,S,E,9A,"8B: Sheltered, solid man-made structures",9A: Sheltered tidal flats, ,4,Armored / Flats (mud or sand),219000006,219000016,6.31001966997
-82.4006969348647,27.7934196841683,73,73,118,Big Bend Discharge Canal,GNOME Model,-82.4006935799,27.7934144999,Big Bend Discharge Canal,Seen in GNOME Model, ,June 30 day simulation (SW wind), ,Yes,No, , , ,22247,8B/9A,S,E,9A,"8B: Sheltered, solid man-made structures",9A: Sheltered tidal flats, ,4,Armored / Flats (mud or sand),219000006,219000016,4.5182522465
-82.6144834203257,27.8698968553271,74,74,34,Galati Yachts,"GNOME Model, TB-ECOM Model",-82.6144800004,27.8698916587,Masters Bayou,Seawall,Pinellas,February 30 Day Middle Bay West (SE Wind),10 Day Wet,Yes,Yes, , , ,22277,8B/9A,S,E,9A,"8B: Sheltered, solid man-made structures",9A: Sheltered tidal flats, ,4,Armored / Flats (mud or sand),219000006,219000016,4.47700926802
-82.4619071196351,27.9383570091744,75,75,86,Bayshore Blvd Shoreline,TB-ECOM Model,-82.4619037421,27.9383517915,Hillsborough Bay,Debris can be seen in ESRI imagery,Hillsborough, ,30 Day Dry,No,Yes, , , ,22322,8B/9A,S,E,9A,"8B: Sheltered, solid man-made structures",9A: Sheltered tidal flats, ,4,Armored / Flats (mud or sand),219000006,219000016,0.123110378724
-82.4294345546401,27.9463585174991,76,76,82,Desoto Park Shoreline,TB-ECOM Model,-82.4294311861,27.9463532976,McKay Bay,"Some tidal movement in this area, but many outfalls from negihborhood",Hillsborough, ,30 Day Wet,No,Yes, , , ,22332,8B/9A,S,E,9A,"8B: Sheltered, solid man-made structures",9A: Sheltered tidal flats, ,4,Armored / Flats (mud or sand),219000006,219000016,8.88439060871
-82.5459987511481,27.9500811884002,77,77,42,Cypress Point Beach South,GNOME Model,-82.5459953487,27.9500759704,Tampa Bay,From jetty to the rip-rap shoreline east.,Hillsborough,June 30 Day Upper Bay (SW Wind), ,Yes,No,Survey - Possible, , ,22341,8B/9A,S,E,9A,"8B: Sheltered, solid man-made structures",9A: Sheltered tidal flats, ,4,Armored / Flats (mud or sand),219000006,219000016,2.12466870124
-82.4805770568149,27.8893285986805,78,78,64,Ballast Point Park,"GNOME Model, TB-ECOM Model",-82.4805736755,27.8893233938,Tampa Bay,Both sides of the pier could have debris collection areas,Hillsborough,February 30 Day Middle Bay East (SE Wind),5 & 10 Day Wet,Yes,Yes, , , ,22710,8C,S,E,8C,8C: Sheltered riprap, , ,1,Armored,219000006,219000016,5.73564372383
-82.4408618967069,27.9532687921534,79,79,83,Port of Tampa Berth 263-265,Imagery,-82.4408585242,27.9532635706,Ybor Channel, ,Hillsborough, , ,No,No,No Survey - Unverified, , ,22804,8C,S,E,8C,8C: Sheltered riprap, , ,1,Armored,219000006,219000016,1.77300034071
-82.4653665560488,27.9497909701805,80,80,87,University of Tampa,Imagery,-82.4653631772,27.9497857501,Hillsborough River,Debris can be seen on the rip-rap.,Hillsborough, , ,No,No,"Accumulation Survey - Verified, 4/24/2018", , ,23068,8C,S,R,8C,8C: Sheltered riprap, , ,1,Armored,219000006,219000016,2.42053674363
-82.4514716739488,27.9412719714051,81,81,85,Cotanchobee Fort Brooke Par,TIDES Cleanup,-82.4514682987,27.9412667529,Garrison Channel,"Many outfalls, TIDES area, current",Hillsborough, , ,No,No, , , ,23240,8C/10F,S,E,10F,8C: Sheltered riprap,10F: Mangroves, ,5,Armored / Vegetated (grass/marsh/mangroves/scrub-shrub),219000006,219000016,0.665444052595
-82.6938910257415,27.7374533315542,82,82,30,Gulfport Osgood Beach,Imagery,-82.6938875872,27.7374481689,Boca Ciega Bay,Need to determine how far trash might be able to travel into Calm Bayou,Pinellas, , ,No,No, , , ,23276,8C/10F/9A,S,E,10F,8C: Sheltered riprap,10F: Mangroves,9A: Sheltered tidal flats,5,Armored / Vegetated (grass/marsh/mangroves/scrub-shrub) / Flats (mud or sand),219000006,219000016,4.89403869504
-82.4805889118817,27.8890961802953,83,83,63,Ballast Point Park South,"GNOME Model, TB-ECOM Model",-82.4805855307,27.8890909755,Hillsborough Bay, ,Hillsborough,February 30 Day Middle Bay East (SE Wind),5 & 10 Day Wet,Yes,Yes, , , ,23317,8C/10F,S,E,10F,8C: Sheltered riprap,10F: Mangroves, ,5,Armored / Vegetated (grass/marsh/mangroves/scrub-shrub),219000006,219000016,3.31589173438
-82.6402502063536,27.704667653795,84,84,122,Bay Vista Park,"GNOME Model, TB-ECOM Model",-82.6402467849,27.7046624973,Tampa Bay, , ,February model simulation (SE wind),10 Days Wet,Yes,Yes,Survey - Possible, , ,23422,8C/9A,S,E,9A,8C: Sheltered riprap,9A: Sheltered tidal flats, ,4,Armored / Flats (mud or sand),219000006,219000016,1.13728739095
-82.6815152244314,27.7087116569936,85,85,102,Maximo Park,"GNOME Model, TB-ECOM Model",-82.6815117908,27.7087065007,Tampa Bay, ,Pinellas, ,10 Days Wet,Yes,Yes,Survey - Possible, , ,23424,8C/9A,S,E,9A,8C: Sheltered riprap,9A: Sheltered tidal flats, ,4,Armored / Flats (mud or sand),219000006,219000016,4.73868992162
-82.5371626632987,27.8668053533009,86,86,61,American Legoin Boat Ramp,TB-ECOM Model,-82.537159266,27.8668001551,Tampa Bay,Deeper channel leading to rip-rap shoreline,Hillsborough, ,10 & 60 Day Dry,No,Yes, , , ,23458,8C/9A,S,E,9A,8C: Sheltered riprap,9A: Sheltered tidal flats, ,4,Armored / Flats (mud or sand),219000006,219000016,0.0212864495514
-82.6215086429029,27.5114635136684,87,87,65,Warners Bayou West,Imagery,-82.6215052325,27.5114584037,Warners Bayou, ,Manatee, , ,No,No, , , ,23994,9B,S,E,9B,"9B: Sheltered, vegetated low banks", , ,5,Vegetated (grass/marsh/mangroves/scrub-shrub),219000006,219000016,2.12603675272
-82.5204546359196,27.6871251244654,88,88,75,Cockroach Bay Boat Ramp,"GNOME Model, TB-ECOM Model",-82.5204512492,27.6871199691,Cockraoch Bay,"Need to review, but potential for collection is possible.",Hillsborough,June 30 day simulation (SW wind),"30 Day Wet, 1 Day Dry",Yes,Yes,Survey - Possible, , ,24075,9B,S,E,9B,"9B: Sheltered, vegetated low banks", , ,5,Vegetated (grass/marsh/mangroves/scrub-shrub),219000006,219000016,15.0519289769
-82.6360684822307,27.755071992287,89,89,39,Salt Creek Docks,Imagery,-82.6360650604,27.7550668233,Bayboro Harbor,Debris can be seen near the mangroves before fish tales.,Pinellas, , ,No,No, , , ,24160,9B,S,E,9B,"9B: Sheltered, vegetated low banks", , ,5,Vegetated (grass/marsh/mangroves/scrub-shrub),219000006,219000016,0.136828142712
-82.6372968367535,27.7584595883115,90,90,41,Brooker Creek West,"GNOME Model, Imagery",-82.6372934143,27.7584544187,Bayboro Harbor,Debris seen in ESRi imagery,Pinellas,February Model, ,Yes,No, , , ,24163,9B,S,E,9B,"9B: Sheltered, vegetated low banks", , ,5,Vegetated (grass/marsh/mangroves/scrub-shrub),219000006,219000016,5.45260070989
-82.3997438501961,27.779900623701,91,91,93,Noonan Branch,Field Observation,-82.3997404951,27.7798954431,St Thomas Canal,Saw the collection of debris and fishing line,Hillsborough, , ,No,No, , , ,24172,9B,S,E,9B,"9B: Sheltered, vegetated low banks", , ,5,Vegetated (grass/marsh/mangroves/scrub-shrub),219000006,219000016,54.0455012494
-82.397751381506,27.8076281218704,92,92,119,Northern Most Canal of Big Bend,GNOME Model,-82.3977480266,27.8076229341,Northern Most Canal of Big Bend,Seen in GNOME Model, ,June 30 day simulation (SW wind), ,Yes,No, , , ,24180,9B,S,E,9B,"9B: Sheltered, vegetated low banks", , ,5,Vegetated (grass/marsh/mangroves/scrub-shrub),219000006,219000016,20.0837137939
-82.7470000011588,27.8338320274808,93,93,37,Cross Bayou,Field Observation,-82.7469965447,27.8338268428,Saint Joes Creek,Typical starting location of cleanups.,Pinellas, , ,No,No, , , ,24214,9B,S,E,9B,"9B: Sheltered, vegetated low banks", , ,5,Vegetated (grass/marsh/mangroves/scrub-shrub),219000006,219000016,5.01754998867
-82.7284539928606,27.6749398322816,94,94,6,Billy Stone Crab Dock,Field Observation,-82.7284505465,27.6749346852,North Pass,Field visits and local knowledge suggest that this may no longer be a collection area.,Pinellas, , ,No,No, , , ,26331,9B/10F,S,E,10F,"9B: Sheltered, vegetated low banks",10F: Mangroves, ,5,Vegetated (grass/marsh/mangroves/scrub-shrub),219000006,219000016,16.1668409875
-82.7332093110553,27.6435416425783,95,95,11,Arrowhead Picnic Area,TB-ECOM Model,-82.7332058643,27.6435365033,Bunces Pass, ,Pinellas, ,30 Day Wet,No,Yes, , , ,26638,9B/10F/7,S,E,10F,"9B: Sheltered, vegetated low banks",10F: Mangroves,7: Exposed tidal flats,5,Vegetated (grass/marsh/mangroves/scrub-shrub) / Flats (mud or sand),219000006,219000016,2.44935392881
-82.6346323887051,27.7259524604079,96,96,123,South Coquina Key,GNOME Model,-82.6346289681,27.7259472989,Little Bayou, , ,February model simulation (SE wind), ,Yes,No,"Accumulation Survey - Verified, 5/31/2018", , ,26740,9B/10F/9A,S,E,10F,"9B: Sheltered, vegetated low banks",10F: Mangroves,9A: Sheltered tidal flats,5,Vegetated (grass/marsh/mangroves/scrub-shrub) / Flats (mud or sand),219000006,219000016,2.24963029595
-82.6398114790503,27.7367112489442,97,97,95,Grand View Park,"Field Observation, TB-ECOM Model",-82.6398080563,27.7367060847,Big Bayou,Personally saw marine debris along shoreline from survey,Pinellas, ,60 Days Wet,No,Yes,Survey - Possible, , ,26744,9B/10F/9A,S,E,10F,"9B: Sheltered, vegetated low banks",10F: Mangroves,9A: Sheltered tidal flats,5,Vegetated (grass/marsh/mangroves/scrub-shrub) / Flats (mud or sand),219000006,219000016,3.52827673525
-82.5976352728303,27.8265371005924,98,98,28,Weedon Island South,TB-ECOM Model,-82.5976318596,27.8265319137,Grand Bayou, ,Pinellas, ,10 Day Wet,No,Yes, , , ,26775,9B/10F/9A,S,E,10F,"9B: Sheltered, vegetated low banks",10F: Mangroves,9A: Sheltered tidal flats,5,Vegetated (grass/marsh/mangroves/scrub-shrub) / Flats (mud or sand),219000006,219000016,3.95636618943
-82.6970501023551,27.9732289158458,99,99,125,Coopers Bayou,"Field Observation, TB-ECOM Model",-82.6970466559,27.9732236964,Coopers Bayou,"On site visit, some large debris items seen.", , ,5 Day Wet,No,Yes,"Accumulation Survey - Verified, 5/31/2018", , ,26811,9B/10F/9A,S,E,10F,"9B: Sheltered, vegetated low banks",10F: Mangroves,9A: Sheltered tidal flats,5,Vegetated (grass/marsh/mangroves/scrub-shrub) / Flats (mud or sand),219000006,219000016,5.13398694152
-82.6079297261361,27.9723125206008,100,100,55,Ben T Davis Beach East,TB-ECOM Model,-82.6079263051,27.972307299,Old Tampa Bay,"Marine Debris through out mangroves, TIDES",Hillsborough, ,5 Day Dry,No,Yes, , , ,26812,9B/10F/9A,S,E,10F,"9B: Sheltered, vegetated low banks",10F: Mangroves,9A: Sheltered tidal flats,5,Vegetated (grass/marsh/mangroves/scrub-shrub) / Flats (mud or sand),219000006,219000016,8.05844327158
-82.664296520983,28.0097775306123,101,101,47,Mobbly Bayou Preserve,TIDES Cleanup,-82.6642930824,28.0097723014,Mobbly Bayou,TIDES Drift Card at interior (whole park clean up?),Pinellas, , ,No,No, , , ,26828,9B/10F/9A,S,E,10F,"9B: Sheltered, vegetated low banks",10F: Mangroves,9A: Sheltered tidal flats,5,Vegetated (grass/marsh/mangroves/scrub-shrub) / Flats (mud or sand),219000006,219000016,2.03171601071
-82.4703319264081,27.7168599707901,102,102,113,Cedar Rd,"GNOME Model, TB-ECOM Model",-82.4703285533,27.716854807,Little Manatee River,Seen in GNOME Model, ,June 30 day simulation (SW wind),1 Day Dry,Yes,Yes, , , ,27042,9B/10F,S,E,10F,"9B: Sheltered, vegetated low banks",10F: Mangroves, ,5,Vegetated (grass/marsh/mangroves/scrub-shrub),219000006,219000016,16.3777192401
-82.4735810824851,27.7416432517722,103,103,115,Banana Creek,"GNOME Model, TB-ECOM Model",-82.4735777073,27.7416380826,Banana Creek,Seen in GNOME Model, ,June 30 day simulation (SW wind),10 Day Dry,Yes,Yes, , , ,27047,9B/10F,S,E,10F,"9B: Sheltered, vegetated low banks",10F: Mangroves, ,5,Vegetated (grass/marsh/mangroves/scrub-shrub),219000006,219000016,8.43327821073
-82.7800014537689,27.8390774382894,104,104,90,Long Bayou - Park Blvd,Local Reccomendation,-82.7799979871,27.8390722525,Long Bayou,Reports of garbage along shoreline on SCF.,Pinellas, , ,No,No, , , ,27097,9B/10F,S,E,10F,"9B: Sheltered, vegetated low banks",10F: Mangroves, ,5,Vegetated (grass/marsh/mangroves/scrub-shrub),219000006,219000016,3.67335341917
-82.4156581234951,27.953805047395,105,105,81,McKay Bay Nature Park,TB-ECOM Model,-82.4156547583,27.9537998248,McKay Bay, ,Hillsborough, ,30 Day Dry,No,Yes, , , ,27433,9B/10F/9A,S,E,10F,"9B: Sheltered, vegetated low banks",10F: Mangroves,9A: Sheltered tidal flats,5,Vegetated (grass/marsh/mangroves/scrub-shrub) / Flats (mud or sand),219000006,219000016,21.2122901796
-82.4175497598878,27.7897824300507,106,106,92,Apollo Beach Nature Park (Marsh),"GNOME Model, TB-ECOM Model",-82.4175463998,27.7897772478,Tampa Bay,Site Proposed by FYCCN Staff,Hillsborough,June 30 day simulation (SW wind),10 Day Dry,Yes,Yes, , , ,27518,9B/10F/9A,S,E,10F,"9B: Sheltered, vegetated low banks",10F: Mangroves,9A: Sheltered tidal flats,5,Vegetated (grass/marsh/mangroves/scrub-shrub) / Flats (mud or sand),219000020,219000016,17.4471523565
-82.6592456588564,27.4962439827163,107,107,73,Palma Sola Causeway (NW/SW Corners),Imagery,-82.6592422377,27.4962388774,Palms Sola Bay,Both sides of the causeway seem like collection areas,Manatee, , ,No,No,Survey - Possible, , ,27601,9B/3A/9A,S,E,9B,"9B: Sheltered, vegetated low banks",3A: Fine- to medium-grained sand beaches,9A: Sheltered tidal flats,5,Vegetated (grass/marsh/mangroves/scrub-shrub) / Beaches (sand or gravel) / Flats (mud or sand),219000006,219000016,29.4006681858
-82.5544598471636,27.8483628455377,108,108,58,Picnic Island South,"GNOME Model, TB-ECOM Model",-82.5544564455,27.8483576521,Tampa Bay,Can see large collection near jetty,Hillsborough,February 30 Day Middle Bay East (SE Wind),30 Day Dry,Yes,Yes,"Accumulation Survey - Verified, 4/24/2018","Imagery - Verified, GE - 4/24/2012, 2/12/2016, 3/15/2018", ,27609,9B/3A/9A,S,E,9B,"9B: Sheltered, vegetated low banks",3A: Fine- to medium-grained sand beaches,9A: Sheltered tidal flats,5,Vegetated (grass/marsh/mangroves/scrub-shrub) / Beaches (sand or gravel) / Flats (mud or sand),219000006,219000016,7.88548614359
-82.7331092558007,27.5339385281496,109,109,72,Anna Maria Bayfront Park to Pier,Imagery,-82.7331058123,27.533933415,Tampa Bay,Outfall from tidal inlet and jetty area,Manatee, , ,No,No, , , ,27637,9B/4,S,E,9B,"9B: Sheltered, vegetated low banks",4: Coarse-grained sand beaches, ,5,Vegetated (grass/marsh/mangroves/scrub-shrub) / Beaches (sand or gravel),219000006,219000016,11.3828751539
-82.6666924958307,27.5209812955524,110,110,66,Robinson Preserve Inlet,Field Observation,-82.6666890718,27.520976184,Tampa Bay, ,Manatee, , ,No,No, , , ,27776,9B/7,S,E,9B,"9B: Sheltered, vegetated low banks",7: Exposed tidal flats, ,5,Vegetated (grass/marsh/mangroves/scrub-shrub) / Flats (mud or sand),219000006,219000016,6.71186974076
-82.6461665620187,27.531851580554,111,111,94,Emerson Point Park,TIDES Cleanup,-82.6461631438,27.5318464658,Manatee River,"Some TIDES cleanups in area, park would contribute to debris and downstream effects.",Manatee, , ,No,No,"Accumulation Survey - Verified, 5/17/2018", , ,27783,9B/7,S,E,9B,"9B: Sheltered, vegetated low banks",7: Exposed tidal flats, ,5,Vegetated (grass/marsh/mangroves/scrub-shrub) / Flats (mud or sand),219000006,219000016,1.50968244232
-82.4446282685885,27.8071239966671,112,112,57,Beer Can Island,TB-ECOM Model,-82.4446249001,27.8071188103,Hillsborough Bay,"New business here, better or worse?",Hillsborough, ,1 Day Dry,No,Yes,Survey - Possible, , ,27830,9B/7,S,E,9B,"9B: Sheltered, vegetated low banks",7: Exposed tidal flats, ,5,Vegetated (grass/marsh/mangroves/scrub-shrub) / Flats (mud or sand),219000006,219000016,65.5387399339
-82.5806379448106,27.971083951526,113,113,56,Ben T Davis Beach East,TIDES Cleanup,-82.5806345319,27.9710787292,Tampa Bay,"150' on either side of point possible marine debris, TIDES large site.",Hillsborough, , ,No,No,Survey - Possible, , ,27894,9B/8C/9A,S,E,9B,"9B: Sheltered, vegetated low banks",8C: Sheltered riprap,9A: Sheltered tidal flats,5,Vegetated (grass/marsh/mangroves/scrub-shrub) / Armored / Flats (mud or sand),219000006,219000016,9.99095963696
-82.7150234418462,27.6437051397356,114,114,80,Ft Desoto Park North,TB-ECOM Model,-82.7150200003,27.6436999999,Tampa Bay,Currents and fish kill location.,Pinellas, ,10 Days Wet,No,Yes, ,"Imagery - Verified, GE - 9/14/2017", ,27986,9B/9A,S,E,9B,"9B: Sheltered, vegetated low banks",9A: Sheltered tidal flats, ,5,Vegetated (grass/marsh/mangroves/scrub-shrub) / Flats (mud or sand),219000006,219000016,21.3704737729
-82.6292113658842,27.7487796632273,115,115,5,Lassing Park,GNOME Model,-82.629207946,27.7487744962,Lassing Park Flats, ,Pinellas,February 30 Day Middle Bay West (SE Wind), ,Yes,No,Survey - Possible, , ,28014,9B/9A,S,E,9B,"9B: Sheltered, vegetated low banks",9A: Sheltered tidal flats, ,5,Vegetated (grass/marsh/mangroves/scrub-shrub) / Flats (mud or sand),219000006,219000016,9.20028209745
-82.4471827332018,27.910337141235,116,116,100,Basin Rat Marina,TB-ECOM Model,-82.447179361,27.9103319302,Davis Island Seaplane Basin, , , ,"1 Day Dry, 1, 5 & 10 Day Wet",No,Yes,Survey - Possible, , ,28070,9B/9A,S,E,9B,"9B: Sheltered, vegetated low banks",9A: Sheltered tidal flats, ,5,Vegetated (grass/marsh/mangroves/scrub-shrub) / Flats (mud or sand),219000006,219000016,2.12534646568
-82.723280676886,27.952129871371,117,117,49,Bayside Arbors,TB-ECOM Model,-82.7232772228,27.9521246577,Old Tampa Bay, ,Pinellas, ,5 Day Wet,No,Yes,Survey - Possible, , ,28114,9B/9A,S,E,9B,"9B: Sheltered, vegetated low banks",9A: Sheltered tidal flats, ,5,Vegetated (grass/marsh/mangroves/scrub-shrub) / Flats (mud or sand),219000006,219000016,4.63704304493
-82.6995962656368,27.9605785751774,118,118,45,Courtney Campbell Causeway - Jetski Area,"GNOME Model, TB-ECOM Model",-82.6995928185,27.9605733581,Old Tampa Bay,TIDES beach clean up area,Pinellas,February 30 Day Middle Bay West (SE Wind),5 Day Wet,Yes,Yes,Survey - Possible, , ,28118,9B/9A,S,E,9B,"9B: Sheltered, vegetated low banks",9A: Sheltered tidal flats, ,5,Vegetated (grass/marsh/mangroves/scrub-shrub) / Flats (mud or sand),219000006,219000016,1.54685968176
-82.6756911949162,28.0059078096105,119,119,50,Phiilipe Point,"GNOME Model, TB-ECOM Model",-82.6756877535,28.0059025811,Old Tampa Bay,Three fish kill points,Pinellas,February 30 Day Middle Bay East (SE Wind),10 Day Wet,Yes,Yes,Survey - Possible, , ,28152,9B/9A,S,E,9B,"9B: Sheltered, vegetated low banks",9A: Sheltered tidal flats, ,5,Vegetated (grass/marsh/mangroves/scrub-shrub) / Flats (mud or sand),219000006,219000016,2.1827832423
